Sensor_ID,Timestamp,Voltage (V),Current (A),Temperature (°C),Power (W),Humidity (%),Vibration (m/s²),Equipment_ID,Operational Status,Fault Status,Failure Type,Last Maintenance Date,Maintenance Type,Failure History,Repair Time (hrs),Maintenance Costs (USD),Ambient Temperature (°C),Ambient Humidity (%),External Factors,X,Y,Z,Equipment Relationship,Equipment Criticality,Fault Detected,Predictive Maintenance Trigger
S_551,1/3/2024 2:00,111,0.4,21,60,41,0.21,E_1,Operational,No Fault,Overheating,12/1/2024,Preventive,No Fault,0,150,20,40,Clear Weather,50,0,20,Dependent,High,0,0
S_552,1/3/2024 3:00,110,0.5,20,71.6,42,0.26,E_2,Under Maintenance,Fault Detected,,12/1/2024,Corrective,No Fault,6,160,21,41,Storm,51,1,21,Independent,Medium,1,0
S_553,1/3/2024 4:00,111,0.6,21,83.4,43,0.31,E_3,Operational,No Fault,Overload,12/1/2024,Preventive,No Fault,0,170,22,42,Clear Weather,52,2,22,Dependent,High,0,1
S_554,1/3/2024 5:00,114,0.9,24,85.4,44,0.34,E_4,Under Maintenance,No Fault,,12/1/2024,Corrective,No Fault,0,180,23,43,Storm,53,3,23,Dependent,Medium,0,0
S_555,1/3/2024 6:00,115,1,23,97.6,45,0.41,E_5,Operational,Fault Detected,,12/1/2024,Preventive,Fault Detected,9,190,24,44,Clear Weather,54,4,24,Independent,High,1,0
S_556,1/3/2024 7:00,116,0.6,24,52.5,46,0.19,E_6,Under Maintenance,No Fault,Overheating,12/1/2024,Corrective,No Fault,0,200,20,40,Storm,55,5,25,Dependent,Medium,0,0
S_557,1/3/2024 8:00,117,0.7,25,64.6,47,0.24,E_7,Operational,No Fault,Overload,12/1/2024,Preventive,No Fault,0,210,21,41,Clear Weather,56,6,26,Dependent,High,0,1
S_558,1/3/2024 9:00,116,0.8,26,76.9,46,0.31,E_8,Under Maintenance,Fault Detected,,12/1/2024,Corrective,No Fault,7,220,22,42,Storm,57,7,27,Independent,Medium,1,0
S_559,1/3/2024 10:00,119,0.7,27,89.4,49,0.36,E_9,Operational,No Fault,,12/1/2024,Preventive,No Fault,0,230,23,43,Clear Weather,58,8,28,Dependent,High,0,0
S_560,1/3/2024 11:00,120,0.8,30,102.1,50,0.39,E_10,Under Maintenance,No Fault,,12/1/2024,Corrective,No Fault,0,240,24,44,Storm,59,9,29,Dependent,Medium,0,0
S_561,1/3/2024 12:00,109,0.6,19,60,41,0.19,E_11,Operational,Fault Detected,Overload,12/1/2024,Preventive,Fault Detected,5,150,20,40,Clear Weather,60,10,0,Independent,High,1,1
S_562,1/3/2024 13:00,112,0.5,20,71.6,40,0.26,E_12,Under Maintenance,No Fault,,12/1/2024,Corrective,No Fault,0,160,21,41,Storm,61,11,1,Dependent,Medium,0,0
S_563,1/3/2024 14:00,113,0.8,21,83.4,43,0.31,E_13,Operational,No Fault,,12/1/2024,Preventive,No Fault,0,170,22,42,Clear Weather,62,12,2,Dependent,High,0,0
S_564,1/3/2024 15:00,114,0.7,24,95.4,42,0.34,E_14,Under Maintenance,Fault Detected,,12/1/2024,Corrective,No Fault,8,180,23,43,Storm,63,13,3,Independent,Medium,1,0
S_565,1/3/2024 16:00,113,1,23,97.6,45,0.41,E_15,Operational,No Fault,Overload,12/1/2024,Preventive,No Fault,0,190,24,44,Clear Weather,64,14,4,Dependent,High,0,1
S_566,1/3/2024 17:00,116,0.4,26,52.5,44,0.21,E_16,Under Maintenance,No Fault,Overheating,12/1/2024,Corrective,No Fault,0,200,20,40,Storm,65,15,5,Dependent,Medium,0,0
S_567,1/3/2024 18:00,115,0.7,25,64.6,47,0.24,E_17,Operational,Fault Detected,,12/1/2024,Preventive,Fault Detected,6,210,21,41,Clear Weather,66,16,6,Independent,High,1,0
S_568,1/3/2024 19:00,118,0.8,28,86.9,48,0.29,E_18,Under Maintenance,No Fault,,12/1/2024,Corrective,No Fault,0,220,22,42,Storm,67,17,7,Dependent,Medium,0,0
S_569,1/3/2024 20:00,119,0.7,27,89.4,47,0.34,E_19,Operational,No Fault,Overload,12/1/2024,Preventive,No Fault,0,230,23,43,Clear Weather,68,18,8,Dependent,High,0,1
S_570,1/3/2024 21:00,118,0.8,30,102.1,48,0.41,E_20,Under Maintenance,Fault Detected,,12/1/2024,Corrective,No Fault,9,240,24,44,Storm,69,19,9,Independent,Medium,1,0
S_571,1/3/2024 22:00,111,0.4,19,50,39,0.21,E_21,Operational,No Fault,Overheating,12/1/2024,Preventive,No Fault,0,150,20,40,Clear Weather,70,20,10,Dependent,High,0,0
S_572,1/3/2024 23:00,112,0.7,22,61.6,42,0.26,E_22,Under Maintenance,No Fault,,12/1/2024,Corrective,No Fault,0,160,21,41,Storm,71,21,11,Dependent,Medium,0,0
S_573,1/4/2024 0:00,111,0.6,23,73.4,41,0.31,E_23,Operational,Fault Detected,Overload,12/1/2024,Preventive,Fault Detected,7,170,22,42,Clear Weather,72,22,12,Independent,High,1,1
S_574,1/4/2024 1:00,112,0.7,24,95.4,44,0.34,E_24,Under Maintenance,No Fault,,12/1/2024,Corrective,No Fault,0,180,23,43,Storm,73,23,13,Dependent,Medium,0,0
S_575,1/4/2024 2:00,115,0.8,25,107.6,43,0.41,E_25,Operational,No Fault,,12/1/2024,Preventive,No Fault,0,190,24,44,Clear Weather,74,24,14,Dependent,High,0,0
S_576,1/4/2024 3:00,116,0.4,26,52.5,44,0.19,E_26,Under Maintenance,Fault Detected,Overheating,12/1/2024,Corrective,No Fault,5,200,20,40,Storm,75,25,15,Independent,Medium,1,0
S_577,1/4/2024 4:00,115,0.7,25,64.6,47,0.24,E_27,Operational,No Fault,Overload,12/1/2024,Preventive,No Fault,0,210,21,41,Clear Weather,76,26,16,Dependent,High,0,1
S_578,1/4/2024 5:00,118,0.8,26,76.9,46,0.29,E_28,Under Maintenance,No Fault,,12/1/2024,Corrective,No Fault,0,220,22,42,Storm,77,27,17,Dependent,Medium,0,0
S_579,1/4/2024 6:00,119,0.7,29,99.4,47,0.36,E_29,Operational,Fault Detected,,12/1/2024,Preventive,Fault Detected,8,230,23,43,Clear Weather,78,28,18,Independent,High,1,0
S_580,1/4/2024 7:00,118,1,30,112.1,48,0.39,E_30,Under Maintenance,No Fault,,12/1/2024,Corrective,No Fault,0,240,24,44,Storm,79,29,19,Dependent,Medium,0,0
S_581,1/4/2024 8:00,109,0.4,19,60,39,0.19,E_31,Operational,No Fault,Overload,12/1/2024,Preventive,No Fault,0,150,20,40,Clear Weather,80,30,20,Dependent,High,0,1
S_582,1/4/2024 9:00,112,0.7,22,71.6,42,0.26,E_32,Under Maintenance,Fault Detected,,12/1/2024,Corrective,No Fault,6,160,21,41,Storm,81,31,21,Independent,Medium,1,0
S_583,1/4/2024 10:00,113,0.8,23,73.4,43,0.31,E_33,Operational,No Fault,,12/1/2024,Preventive,No Fault,0,170,22,42,Clear Weather,82,32,22,Dependent,High,0,0
S_584,1/4/2024 11:00,112,0.7,24,85.4,44,0.36,E_34,Under Maintenance,No Fault,,12/1/2024,Corrective,No Fault,0,180,23,43,Storm,83,33,23,Dependent,Medium,0,0
S_585,1/4/2024 12:00,113,1,23,97.6,45,0.39,E_35,Operational,Fault Detected,Overload,12/1/2024,Preventive,Fault Detected,9,190,24,44,Clear Weather,84,34,24,Independent,High,1,1
S_586,1/4/2024 13:00,116,0.6,24,52.5,44,0.21,E_36,Under Maintenance,No Fault,Overheating,12/1/2024,Corrective,No Fault,0,200,20,40,Storm,85,35,25,Dependent,Medium,0,0
S_587,1/4/2024 14:00,115,0.7,25,64.6,47,0.26,E_37,Operational,No Fault,,12/1/2024,Preventive,No Fault,0,210,21,41,Clear Weather,86,36,26,Dependent,High,0,0
S_588,1/4/2024 15:00,118,0.6,26,76.9,46,0.31,E_38,Under Maintenance,Fault Detected,,12/1/2024,Corrective,No Fault,7,220,22,42,Storm,87,37,27,Independent,Medium,1,0
S_589,1/4/2024 16:00,117,0.9,27,89.4,49,0.36,E_39,Operational,No Fault,Overload,12/1/2024,Preventive,No Fault,0,230,23,43,Clear Weather,88,38,28,Dependent,High,0,1
S_590,1/4/2024 17:00,118,0.8,28,112.1,50,0.39,E_40,Under Maintenance,No Fault,,12/1/2024,Corrective,No Fault,0,240,24,44,Storm,89,39,29,Dependent,Medium,0,0
S_591,1/4/2024 18:00,111,0.4,19,60,41,0.19,E_41,Operational,Fault Detected,Overheating,12/1/2024,Preventive,Fault Detected,5,150,20,40,Clear Weather,90,40,0,Independent,High,1,0
S_592,1/4/2024 19:00,112,0.7,20,61.6,42,0.26,E_42,Under Maintenance,No Fault,,12/1/2024,Corrective,No Fault,0,160,21,41,Storm,91,41,1,Dependent,Medium,0,0
S_593,1/4/2024 20:00,113,0.6,21,83.4,41,0.31,E_43,Operational,No Fault,Overload,12/1/2024,Preventive,No Fault,0,170,22,42,Clear Weather,92,42,2,Dependent,High,0,1
S_594,1/4/2024 21:00,114,0.9,22,85.4,44,0.34,E_44,Under Maintenance,Fault Detected,,12/1/2024,Corrective,No Fault,8,180,23,43,Storm,93,43,3,Independent,Medium,1,0
S_595,1/4/2024 22:00,115,1,23,97.6,43,0.39,E_45,Operational,No Fault,,12/1/2024,Preventive,No Fault,0,190,24,44,Clear Weather,94,44,4,Dependent,High,0,0
S_596,1/4/2024 23:00,114,0.6,24,52.5,46,0.21,E_46,Under Maintenance,No Fault,Overheating,12/1/2024,Corrective,No Fault,0,200,20,40,Storm,95,45,5,Dependent,Medium,0,0
S_597,1/5/2024 0:00,115,0.7,27,64.6,47,0.24,E_47,Operational,Fault Detected,Overload,12/1/2024,Preventive,Fault Detected,6,210,21,41,Clear Weather,96,46,6,Independent,High,1,1
S_598,1/5/2024 1:00,118,0.6,28,76.9,46,0.29,E_48,Under Maintenance,No Fault,,12/1/2024,Corrective,No Fault,0,220,22,42,Storm,97,47,7,Dependent,Medium,0,0
S_599,1/5/2024 2:00,119,0.7,29,99.4,47,0.34,E_49,Operational,No Fault,,12/1/2024,Preventive,No Fault,0,230,23,43,Clear Weather,98,48,8,Dependent,High,0,0
S_600,1/5/2024 3:00,120,1,30,112.1,48,0.39,E_50,Under Maintenance,Fault Detected,,12/1/2024,Corrective,No Fault,9,240,24,44,Storm,99,49,9,Independent,Medium,1,0
S_601,1/5/2024 4:00,109,0.6,19,50,39,0.21,E_1,Operational,No Fault,Overload,12/1/2024,Preventive,No Fault,0,150,20,40,Clear Weather,0,0,10,Dependent,High,0,1
S_602,1/5/2024 5:00,112,0.5,22,61.6,40,0.26,E_2,Under Maintenance,No Fault,,12/1/2024,Corrective,No Fault,0,160,21,41,Storm,1,1,11,Dependent,Medium,0,0
S_603,1/5/2024 6:00,111,0.6,21,73.4,41,0.31,E_3,Operational,Fault Detected,,12/1/2024,Preventive,Fault Detected,7,170,22,42,Clear Weather,2,2,12,Independent,High,1,0
S_604,1/5/2024 7:00,112,0.9,22,95.4,44,0.34,E_4,Under Maintenance,No Fault,,12/1/2024,Corrective,No Fault,0,180,23,43,Storm,3,3,13,Dependent,Medium,0,0
S_605,1/5/2024 8:00,113,1,25,107.6,43,0.39,E_5,Operational,No Fault,Overload,12/1/2024,Preventive,No Fault,0,190,24,44,Clear Weather,4,4,14,Dependent,High,0,1
S_606,1/5/2024 9:00,114,0.4,24,62.5,44,0.21,E_6,Under Maintenance,Fault Detected,Overheating,12/1/2024,Corrective,No Fault,5,200,20,40,Storm,5,5,15,Independent,Medium,1,0
S_607,1/5/2024 10:00,115,0.5,27,64.6,47,0.24,E_7,Operational,No Fault,,12/1/2024,Preventive,No Fault,0,210,21,41,Clear Weather,6,6,16,Dependent,High,0,0
S_608,1/5/2024 11:00,116,0.8,28,76.9,46,0.31,E_8,Under Maintenance,No Fault,,12/1/2024,Corrective,No Fault,0,220,22,42,Storm,7,7,17,Dependent,Medium,0,0
S_609,1/5/2024 12:00,117,0.9,29,99.4,49,0.34,E_9,Operational,Fault Detected,Overload,12/1/2024,Preventive,Fault Detected,8,230,23,43,Clear Weather,8,8,18,Independent,High,1,1
S_610,1/5/2024 13:00,118,1,30,102.1,48,0.39,E_10,Under Maintenance,No Fault,,12/1/2024,Corrective,No Fault,0,240,24,44,Storm,9,9,19,Dependent,Medium,0,0
S_611,1/5/2024 14:00,111,0.4,21,60,39,0.21,E_11,Operational,No Fault,Overheating,12/1/2024,Preventive,No Fault,0,150,20,40,Clear Weather,10,10,20,Dependent,High,0,0
S_612,1/5/2024 15:00,112,0.5,22,61.6,42,0.24,E_12,Under Maintenance,Fault Detected,,12/1/2024,Corrective,No Fault,6,160,21,41,Storm,11,11,21,Independent,Medium,1,0
S_613,1/5/2024 16:00,113,0.8,21,83.4,43,0.29,E_13,Operational,No Fault,Overload,12/1/2024,Preventive,No Fault,0,170,22,42,Clear Weather,12,12,22,Dependent,High,0,1
S_614,1/5/2024 17:00,114,0.9,24,95.4,44,0.36,E_14,Under Maintenance,No Fault,,12/1/2024,Corrective,No Fault,0,180,23,43,Storm,13,13,23,Dependent,Medium,0,0
S_615,1/5/2024 18:00,115,0.8,23,97.6,43,0.41,E_15,Operational,Fault Detected,,12/1/2024,Preventive,Fault Detected,9,190,24,44,Clear Weather,14,14,24,Independent,High,1,0
S_616,1/5/2024 19:00,116,0.6,26,62.5,46,0.21,E_16,Under Maintenance,No Fault,Overheating,12/1/2024,Corrective,No Fault,0,200,20,40,Storm,15,15,25,Dependent,Medium,0,0
S_617,1/5/2024 20:00,117,0.7,27,74.6,45,0.24,E_17,Operational,No Fault,Overload,12/1/2024,Preventive,No Fault,0,210,21,41,Clear Weather,16,16,26,Dependent,High,0,1
S_618,1/5/2024 21:00,116,0.8,28,86.9,48,0.31,E_18,Under Maintenance,Fault Detected,,12/1/2024,Corrective,No Fault,7,220,22,42,Storm,17,17,27,Independent,Medium,1,0
S_619,1/5/2024 22:00,117,0.9,27,99.4,47,0.36,E_19,Operational,No Fault,,12/1/2024,Preventive,No Fault,0,230,23,43,Clear Weather,18,18,28,Dependent,High,0,0
S_620,1/5/2024 23:00,118,0.8,28,102.1,48,0.39,E_20,Under Maintenance,No Fault,,12/1/2024,Corrective,No Fault,0,240,24,44,Storm,19,19,29,Dependent,Medium,0,0
S_621,1/6/2024 0:00,111,0.4,21,60,41,0.21,E_21,Operational,Fault Detected,Overload,12/1/2024,Preventive,Fault Detected,5,150,20,40,Clear Weather,20,20,0,Independent,High,1,1
S_622,1/6/2024 1:00,112,0.5,20,71.6,42,0.26,E_22,Under Maintenance,No Fault,,12/1/2024,Corrective,No Fault,0,160,21,41,Storm,21,21,1,Dependent,Medium,0,0
S_623,1/6/2024 2:00,111,0.6,21,73.4,43,0.31,E_23,Operational,No Fault,,12/1/2024,Preventive,No Fault,0,170,22,42,Clear Weather,22,22,2,Dependent,High,0,0
S_624,1/6/2024 3:00,114,0.9,24,85.4,42,0.36,E_24,Under Maintenance,Fault Detected,,12/1/2024,Corrective,No Fault,8,180,23,43,Storm,23,23,3,Independent,Medium,1,0
S_625,1/6/2024 4:00,115,1,23,107.6,43,0.41,E_25,Operational,No Fault,Overload,12/1/2024,Preventive,No Fault,0,190,24,44,Clear Weather,24,24,4,Dependent,High,0,1
S_626,1/6/2024 5:00,116,0.4,24,52.5,44,0.19,E_26,Under Maintenance,No Fault,Overheating,12/1/2024,Corrective,No Fault,0,200,20,40,Storm,25,25,5,Dependent,Medium,0,0
S_627,1/6/2024 6:00,117,0.5,25,74.6,45,0.26,E_27,Operational,Fault Detected,,12/1/2024,Preventive,Fault Detected,6,210,21,41,Clear Weather,26,26,6,Independent,High,1,0
S_628,1/6/2024 7:00,116,0.6,26,86.9,46,0.31,E_28,Under Maintenance,No Fault,,12/1/2024,Corrective,No Fault,0,220,22,42,Storm,27,27,7,Dependent,Medium,0,0
S_629,1/6/2024 8:00,119,0.7,29,99.4,49,0.34,E_29,Operational,No Fault,Overload,12/1/2024,Preventive,No Fault,0,230,23,43,Clear Weather,28,28,8,Dependent,High,0,1
S_630,1/6/2024 9:00,120,0.8,30,112.1,48,0.39,E_30,Under Maintenance,Fault Detected,,12/1/2024,Corrective,No Fault,9,240,24,44,Storm,29,29,9,Independent,Medium,1,0
S_631,1/6/2024 10:00,111,0.4,21,60,39,0.19,E_31,Operational,No Fault,Overheating,12/1/2024,Preventive,No Fault,0,150,20,40,Clear Weather,30,30,10,Dependent,High,0,0
S_632,1/6/2024 11:00,110,0.5,22,71.6,40,0.26,E_32,Under Maintenance,No Fault,,12/1/2024,Corrective,No Fault,0,160,21,41,Storm,31,31,11,Dependent,Medium,0,0
S_633,1/6/2024 12:00,111,0.6,21,83.4,41,0.29,E_33,Operational,Fault Detected,Overload,12/1/2024,Preventive,Fault Detected,7,170,22,42,Clear Weather,32,32,12,Independent,High,1,1
S_634,1/6/2024 13:00,114,0.7,24,85.4,44,0.34,E_34,Under Maintenance,No Fault,,12/1/2024,Corrective,No Fault,0,180,23,43,Storm,33,33,13,Dependent,Medium,0,0
S_635,1/6/2024 14:00,113,0.8,25,97.6,45,0.41,E_35,Operational,No Fault,,12/1/2024,Preventive,No Fault,0,190,24,44,Clear Weather,34,34,14,Dependent,High,0,0
S_636,1/6/2024 15:00,114,0.6,24,62.5,44,0.19,E_36,Under Maintenance,Fault Detected,Overheating,12/1/2024,Corrective,No Fault,5,200,20,40,Storm,35,35,15,Independent,Medium,1,0
S_637,1/6/2024 16:00,117,0.5,25,74.6,47,0.26,E_37,Operational,No Fault,Overload,12/1/2024,Preventive,No Fault,0,210,21,41,Clear Weather,36,36,16,Dependent,High,0,1
S_638,1/6/2024 17:00,116,0.8,26,86.9,46,0.31,E_38,Under Maintenance,No Fault,,12/1/2024,Corrective,No Fault,0,220,22,42,Storm,37,37,17,Dependent,Medium,0,0
S_639,1/6/2024 18:00,117,0.7,29,89.4,49,0.36,E_39,Operational,Fault Detected,,12/1/2024,Preventive,Fault Detected,8,230,23,43,Clear Weather,38,38,18,Independent,High,1,0
S_640,1/6/2024 19:00,120,1,28,102.1,50,0.39,E_40,Under Maintenance,No Fault,,12/1/2024,Corrective,No Fault,0,240,24,44,Storm,39,39,19,Dependent,Medium,0,0
S_641,1/6/2024 20:00,109,0.4,19,50,39,0.21,E_41,Operational,No Fault,Overload,12/1/2024,Preventive,No Fault,0,150,20,40,Clear Weather,40,40,20,Dependent,High,0,1
S_642,1/6/2024 21:00,112,0.7,22,61.6,42,0.24,E_42,Under Maintenance,Fault Detected,,12/1/2024,Corrective,No Fault,6,160,21,41,Storm,41,41,21,Independent,Medium,1,0
S_643,1/6/2024 22:00,113,0.8,23,83.4,43,0.29,E_43,Operational,No Fault,,12/1/2024,Preventive,No Fault,0,170,22,42,Clear Weather,42,42,22,Dependent,High,0,0
S_644,1/6/2024 23:00,112,0.9,24,95.4,42,0.36,E_44,Under Maintenance,No Fault,,12/1/2024,Corrective,No Fault,0,180,23,43,Storm,43,43,23,Dependent,Medium,0,0
S_645,1/7/2024 0:00,115,1,25,97.6,45,0.41,E_45,Operational,Fault Detected,Overload,12/1/2024,Preventive,Fault Detected,9,190,24,44,Clear Weather,44,44,24,Independent,High,1,1
S_646,1/7/2024 1:00,116,0.6,24,62.5,44,0.19,E_46,Under Maintenance,No Fault,Overheating,12/1/2024,Corrective,No Fault,0,200,20,40,Storm,45,45,25,Dependent,Medium,0,0
S_647,1/7/2024 2:00,115,0.5,27,74.6,45,0.26,E_47,Operational,No Fault,,12/1/2024,Preventive,No Fault,0,210,21,41,Clear Weather,46,46,26,Dependent,High,0,0
S_648,1/7/2024 3:00,118,0.8,26,76.9,48,0.31,E_48,Under Maintenance,Fault Detected,,12/1/2024,Corrective,No Fault,7,220,22,42,Storm,47,47,27,Independent,Medium,1,0
S_649,1/7/2024 4:00,119,0.7,27,99.4,47,0.36,E_49,Operational,No Fault,Overload,12/1/2024,Preventive,No Fault,0,230,23,43,Clear Weather,48,48,28,Dependent,High,0,1
S_650,1/7/2024 5:00,120,1,30,102.1,50,0.39,E_50,Under Maintenance,No Fault,,12/1/2024,Corrective,No Fault,0,240,24,44,Storm,49,49,29,Dependent,Medium,0,0
S_651,1/7/2024 6:00,109,0.4,19,60,39,0.21,E_1,Operational,Fault Detected,Overheating,12/1/2024,Preventive,Fault Detected,5,150,20,40,Clear Weather,50,0,0,Independent,High,1,0
S_652,1/7/2024 7:00,112,0.5,22,71.6,42,0.24,E_2,Under Maintenance,No Fault,,12/1/2024,Corrective,No Fault,0,160,21,41,Storm,51,1,1,Dependent,Medium,0,0
S_653,1/7/2024 8:00,113,0.8,21,73.4,41,0.31,E_3,Operational,No Fault,Overload,12/1/2024,Preventive,No Fault,0,170,22,42,Clear Weather,52,2,2,Dependent,High,0,1
S_654,1/7/2024 9:00,112,0.9,24,95.4,42,0.36,E_4,Under Maintenance,Fault Detected,,12/1/2024,Corrective,No Fault,8,180,23,43,Storm,53,3,3,Independent,Medium,1,0
S_655,1/7/2024 10:00,113,1,25,97.6,43,0.41,E_5,Operational,No Fault,,12/1/2024,Preventive,No Fault,0,190,24,44,Clear Weather,54,4,4,Dependent,High,0,0
S_656,1/7/2024 11:00,114,0.4,26,62.5,44,0.19,E_6,Under Maintenance,No Fault,Overheating,12/1/2024,Corrective,No Fault,0,200,20,40,Storm,55,5,5,Dependent,Medium,0,0
S_657,1/7/2024 12:00,117,0.7,25,74.6,45,0.26,E_7,Operational,Fault Detected,Overload,12/1/2024,Preventive,Fault Detected,6,210,21,41,Clear Weather,56,6,6,Independent,High,1,1
S_658,1/7/2024 13:00,116,0.6,26,76.9,48,0.29,E_8,Under Maintenance,No Fault,,12/1/2024,Corrective,No Fault,0,220,22,42,Storm,57,7,7,Dependent,Medium,0,0
S_659,1/7/2024 14:00,117,0.9,27,89.4,47,0.36,E_9,Operational,No Fault,,12/1/2024,Preventive,No Fault,0,230,23,43,Clear Weather,58,8,8,Dependent,High,0,0
S_660,1/7/2024 15:00,120,0.8,28,112.1,50,0.41,E_10,Under Maintenance,Fault Detected,,12/1/2024,Corrective,No Fault,9,240,24,44,Storm,59,9,9,Independent,Medium,1,0
S_661,1/7/2024 16:00,111,0.6,21,50,39,0.19,E_11,Operational,No Fault,Overload,12/1/2024,Preventive,No Fault,0,150,20,40,Clear Weather,60,10,10,Dependent,High,0,1
S_662,1/7/2024 17:00,110,0.5,22,61.6,42,0.24,E_12,Under Maintenance,No Fault,,12/1/2024,Corrective,No Fault,0,160,21,41,Storm,61,11,11,Dependent,Medium,0,0
S_663,1/7/2024 18:00,113,0.8,21,73.4,43,0.31,E_13,Operational,Fault Detected,,12/1/2024,Preventive,Fault Detected,7,170,22,42,Clear Weather,62,12,12,Independent,High,1,0
S_664,1/7/2024 19:00,112,0.9,22,95.4,44,0.36,E_14,Under Maintenance,No Fault,,12/1/2024,Corrective,No Fault,0,180,23,43,Storm,63,13,13,Dependent,Medium,0,0
S_665,1/7/2024 20:00,113,1,25,97.6,45,0.41,E_15,Operational,No Fault,Overload,12/1/2024,Preventive,No Fault,0,190,24,44,Clear Weather,64,14,14,Dependent,High,0,1
S_666,1/7/2024 21:00,114,0.6,26,52.5,44,0.19,E_16,Under Maintenance,Fault Detected,Overheating,12/1/2024,Corrective,No Fault,5,200,20,40,Storm,65,15,15,Independent,Medium,1,0
S_667,1/7/2024 22:00,115,0.7,25,64.6,45,0.26,E_17,Operational,No Fault,,12/1/2024,Preventive,No Fault,0,210,21,41,Clear Weather,66,16,16,Dependent,High,0,0
S_668,1/7/2024 23:00,118,0.8,28,86.9,48,0.31,E_18,Under Maintenance,No Fault,,12/1/2024,Corrective,No Fault,0,220,22,42,Storm,67,17,17,Dependent,Medium,0,0
S_669,1/8/2024 0:00,119,0.9,29,89.4,47,0.34,E_19,Operational,Fault Detected,Overload,12/1/2024,Preventive,Fault Detected,8,230,23,43,Clear Weather,68,18,18,Independent,High,1,1
S_670,1/8/2024 1:00,118,1,28,112.1,48,0.41,E_20,Under Maintenance,No Fault,,12/1/2024,Corrective,No Fault,0,240,24,44,Storm,69,19,19,Dependent,Medium,0,0
S_671,1/8/2024 2:00,111,0.6,21,50,39,0.19,E_21,Operational,No Fault,Overheating,12/1/2024,Preventive,No Fault,0,150,20,40,Clear Weather,70,20,20,Dependent,High,0,0
S_672,1/8/2024 3:00,112,0.5,20,61.6,40,0.26,E_22,Under Maintenance,Fault Detected,,12/1/2024,Corrective,No Fault,6,160,21,41,Storm,71,21,21,Independent,Medium,1,0
S_673,1/8/2024 4:00,111,0.6,21,73.4,43,0.31,E_23,Operational,No Fault,Overload,12/1/2024,Preventive,No Fault,0,170,22,42,Clear Weather,72,22,22,Dependent,High,0,1
S_674,1/8/2024 5:00,112,0.9,22,95.4,44,0.34,E_24,Under Maintenance,No Fault,,12/1/2024,Corrective,No Fault,0,180,23,43,Storm,73,23,23,Dependent,Medium,0,0
S_675,1/8/2024 6:00,115,0.8,25,97.6,43,0.41,E_25,Operational,Fault Detected,,12/1/2024,Preventive,Fault Detected,9,190,24,44,Clear Weather,74,24,24,Independent,High,1,0
S_676,1/8/2024 7:00,114,0.6,24,62.5,44,0.19,E_26,Under Maintenance,No Fault,Overheating,12/1/2024,Corrective,No Fault,0,200,20,40,Storm,75,25,25,Dependent,Medium,0,0
S_677,1/8/2024 8:00,115,0.5,25,64.6,45,0.26,E_27,Operational,No Fault,Overload,12/1/2024,Preventive,No Fault,0,210,21,41,Clear Weather,76,26,26,Dependent,High,0,1
S_678,1/8/2024 9:00,116,0.6,28,86.9,48,0.31,E_28,Under Maintenance,Fault Detected,,12/1/2024,Corrective,No Fault,7,220,22,42,Storm,77,27,27,Independent,Medium,1,0
S_679,1/8/2024 10:00,117,0.7,29,99.4,47,0.36,E_29,Operational,No Fault,,12/1/2024,Preventive,No Fault,0,230,23,43,Clear Weather,78,28,28,Dependent,High,0,0
S_680,1/8/2024 11:00,118,1,28,112.1,48,0.41,E_30,Under Maintenance,No Fault,,12/1/2024,Corrective,No Fault,0,240,24,44,Storm,79,29,29,Dependent,Medium,0,0
S_681,1/8/2024 12:00,109,0.4,19,50,39,0.19,E_31,Operational,Fault Detected,Overload,12/1/2024,Preventive,Fault Detected,5,150,20,40,Clear Weather,80,30,0,Independent,High,1,1
S_682,1/8/2024 13:00,112,0.7,22,61.6,40,0.26,E_32,Under Maintenance,No Fault,,12/1/2024,Corrective,No Fault,0,160,21,41,Storm,81,31,1,Dependent,Medium,0,0
S_683,1/8/2024 14:00,111,0.8,23,73.4,43,0.29,E_33,Operational,No Fault,,12/1/2024,Preventive,No Fault,0,170,22,42,Clear Weather,82,32,2,Dependent,High,0,0
S_684,1/8/2024 15:00,114,0.9,24,95.4,42,0.34,E_34,Under Maintenance,Fault Detected,,12/1/2024,Corrective,No Fault,8,180,23,43,Storm,83,33,3,Independent,Medium,1,0
S_685,1/8/2024 16:00,115,0.8,25,97.6,45,0.39,E_35,Operational,No Fault,Overload,12/1/2024,Preventive,No Fault,0,190,24,44,Clear Weather,84,34,4,Dependent,High,0,1
S_686,1/8/2024 17:00,116,0.6,24,62.5,44,0.19,E_36,Under Maintenance,No Fault,Overheating,12/1/2024,Corrective,No Fault,0,200,20,40,Storm,85,35,5,Dependent,Medium,0,0
S_687,1/8/2024 18:00,117,0.7,25,64.6,45,0.24,E_37,Operational,Fault Detected,,12/1/2024,Preventive,Fault Detected,6,210,21,41,Clear Weather,86,36,6,Independent,High,1,0
S_688,1/8/2024 19:00,118,0.6,26,86.9,46,0.29,E_38,Under Maintenance,No Fault,,12/1/2024,Corrective,No Fault,0,220,22,42,Storm,87,37,7,Dependent,Medium,0,0
S_689,1/8/2024 20:00,117,0.7,27,99.4,49,0.34,E_39,Operational,No Fault,Overload,12/1/2024,Preventive,No Fault,0,230,23,43,Clear Weather,88,38,8,Dependent,High,0,1
